JO_REQST_NO,CMPNY_NM,JO_SJ,JOBCODE_NM,CAREER_CND_NM,ACDMCR_NM,EMPLYM_STLE_CMMN_MM,HOPE_WAGE,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,WORK_TIME_NM,HOLIDAY_NM,WEEK_WORK_HR,RCEPT_CLOS_NM,RCEPT_MTH_NM,PRESENTN_PAPERS_NM,MNGR_PHON_NO,BSNS_SUMRY_CN,DTY_CN,RET_GRANTS_NM,JO_FEINSR_SBSCRB_NM,JO_REG_DT,WELFARE_CN,직무상세성점수,기업소개점수,급여품질점수,복지점수,근무조건점수,출퇴근편의점수,종합점수,등급
H954202607220457,(주)실버웨이복지법인,실버웨이복지법인 도봉데이케어센터 요양보호사(오후파트) 모집,간병인(재가 제외),무관,관계없음,계약직(시간제),월급 / 129만원 ,서울 도봉구,,근무 시간 : 14시30분~ 19시00분 (휴게시간 30분포함) / 2주-1회-토요일(09:00~18:00.,주5일근무,24,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서 경력증명서 ,02-3406-0940,"방문요양, 방문목욕","(주)실버웨이복지법인 도봉데이케어센터
요양보호사(오후파트) 모집

■지원자격
경력 : 관계없음
학력 : 학력무관

■임금 : 1,291,440원

■고용형태
고용형태 : 기간의 정함이 있는 근로계약
근무형태 : 주5일 근무
근무시간 : 평일 14:30~19:00(휴게시간: 30분) / 2주-1회-토요일(09:00~1800,휴게시간1시간)

■직무내용
1. 공통조건
- 학력, 성별, 연령 제한없음
- 다음의 결격 사유에 해당하지 않는자 

① 사회복지사업법에 따라 사회복지시설 종사자 결격사유에 해당돠지 않는 자 (법 제35조의 2제2항) 
② 범죄 및 성폭력범죄 조회 시 결격사유가 없는 자 
※ 결격사유 해당시 합격 및 고용 취소 

2. 필수조건 
- 요양보호사 자격증 소지자 
- 운전가능자 2종이상 

* 우대조건 
- 장기요양기관 경력자 우대


3. 담당업무 
- 어르신 케어 및 송영업무

4. 근무여건 
- 근무장소 : (주)실버웨이복지법인 도봉데이케어센터 


5. 제출서류 
- 입사지원서, 자기소개서
- 국가유공자 등 예우 및 지원에 관한 법률 제29조에 의한 취업지원 대상자는 입사지원서에 해당사항을 체크해주시기 바랍니다. 

6. 접수방법 
- 이메일 지원(silverway1@naver.com)

■근무조건
고용 형태 : 기간의 정함이 있는 근로계약(12개월) / 계약기간 만료 후 상용직 전환
근무 형태 : 주5일근무 외 
사회보험 : 국민연금, 고용보험, 산재보험, 건강보험
퇴직급여 : 퇴직연금
근무예정지 : 서울특별시 도봉구 도봉로523번지 하이준빌딩 2층,3층
인근 전철역 : 수도권 4호선 쌍문역 4번출구 700M

■우대사항
우대조건 : 실운전가능

■접수방법
워크넷, 이메일(개인회원 로그인 후 조회가능)
제출서류 : 이력서, 자기소개서
채용담당자 : 여승미 사회복지사 전화 : 02-999-8811 / 팩스 : 02-999-3434
이메일 : silverway1@naver.com",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,14.5,5.0,20.0,7.4,20.0,7.0,73.9,B
H954202607220448,세화오피스텔관리소,[가락동] 관리사무소 경리직원 모집,경리 사무원(아파트·빌딩),경력,관계없음,계약직,월급 / 250만원 ,서울 송파구,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-21),방문 기타  ,이력서   ,02-2147-3682,오피스텔,"- 가락시장역 4번출구 도보 3분 세화오피스텔 관리사무소 경리 업무(자치 관리)
- 유관 업무 경력 1년 이상
- 09:00~18:00, 주5일(국경일, 공휴일 휴무)
- 월250만원

* 지원 희망 시 이력서 지참해서 방문 또는 팩스(02-448-0243), 이메일(sewha4041613@naver.com) 지원 바랍니다.",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,9.5,5.0,20.0,7.4,20.0,7.0,68.9,C
H954202607220474,(주)메가로봇,용접 사상원 및 보조원,용접 사상원 및 보조원,무관,관계없음,상용직,시급 / 10320원 - 면접 후 협의가능 ,경기 화성시메가로봇,,"월,화,수,목,금 08:30~17:30

휴게시간

12:30 ~ 13:30
 ",주5일근무,,마감일 (2026-09-21),고용24 입사지원   ,이력서   ,031-290-0821,"자동화설비, 조립, 설계,레이저,판금,프레임,절곡,용접","당사는 판금 레이저 가공 업체입니다. 
？
오래동안 가족같이 일하신분을 보십니다. 


- 용접 사상원 , 용접 보조원 


- 기타 현장에서 보조하면서 일하신분 
？

*반도체장비및 기타장비 및 기계부품 등을 주로 다루며 근면성실한분 및 오래 근무하실분 모십니다.

？",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,5.0,5.0,18.0,7.4,16.0,7.0,58.4,C
H954202607230306,YJ TECHNOLOGY,정부지원 연구개발 사업 기획 및 RCMS 관리,기획·마케팅 사무원,경력,관계없음,계약직,최소연봉 / 3000만원 ,경기 화성시C동 617호,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서 졸업증명서 경력증명서,031-231-7908,시험 자동화 설비 제조,"[모집직무]
경영지원 관리자, 정부 행정 전문가

[직무소개]
우리 회사는 정부 차원의 연구개발 사업을 지원받아 다양한 분야의 혁신적인 기술 개발을 추진하고 있습니다. 본 직무는 연구과제 기획 및 운영, 그리고  일반관리 및 해외 바이어 관리업무를 수행합니다.

[주요업무]
- 정부 연구개발 프로젝트 기획 및 RCMS 관리
- 연구팀 협업 및 업무 추진
- 해외 바이어 관리
- 경영지원업무, 신규 사업계획서 제안서 작성",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,20.5,6.2,20.0,7.4,20.0,7.0,81.1,A
H954202607220429,늘사랑재가복지센터,[우이시장 인근/ 4등급 여자/ 오후]  재가요양보호사 구인,재가 간병인,무관,관계없음,계약직(시간제),시급 / 10320원 ,서울 강북구,,(근무시간) (오전) 8시 30분 ~ (오전) 11시 30분,주6일근무,18,마감일 (2026-09-21),방문   ,이력서   ,02-901-7247,방문요양,"* 우이시장 근처, 4등급 여자
- 직무내용 : 말벗, 가사 지원 등 일상생활 지원
- 근무시간 : 08:30~11:30, 주6일근무
- 포괄급여 : 시급 13,600원(기본 시급, 제 수당 포함)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607220459,강남효자네요양복지센터,[ 역삼동 ] 3등급 할머니+ 4등급할아버지 부부케어/10:00~16:00/주6일/재가요양보호사 모집,재가 간병인,무관,관계없음,계약직(시간제),시급 / 10320원 ,서울 강남구,, 10:00~16:00  (추가 근무2시간 협의)/토요일 10:00~14:00/ 주6일근무,주6일근무,36,마감일 (2026-09-21),방문 기타  ,자기소개서 경력증명서 기타 ,02-2155-8767,"방문요양, 방문목욕, 간병인","-  3등급 할머니+ 4등급할아버지 부부케어
- 식사준비및 도움,  신체유지활동 도움, 일상생활지원(청소,세탁), 병원동행 등
- 근무시간 : 10:00~16:00  (추가 근무2시간 협의)/토요일 10:00~14:00/ 주6일근무
- 급여 : 시급 10.320원 + 기타수당
- 지원: 010-9255-7575",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607221369,주식회사 한국광고컨설팅,온라인 마케팅회사 일반 사무직 채용 공고,기획·마케팅 사무원,무관,관계없음,상용직,월급 / 216만원 ,경기 광명시에이동 1912호,,(근무시간) (오전) 10시 00분 ~ (오후) 7시 00분,주5일근무,40,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서 기타 ,02-2680-1553,"광고 대행, 광고컨설팅, 영상제작, 콘텐츠제작","-사회적기업 취약계층 범위의 대상자 우선채용
-직무 : 
① 광고주 관리 및 스케쥴 관리
② 광고 캠페인 관리
③ 데이터 체크
④ 간단한 콘텐츠 디자인
⑤ 블로그 원고 작성 및 관리
⑥ 비딩 업무
⑦ 인바운드 관리
⑧ 간단한 영상 기획
⑨ 문서 정리",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,9.5,5.0,20.0,7.4,20.0,7.0,68.9,C
H954202607231198,대우벨라채,시설관리원 모집,경비원(건물 관리원),무관,관계없음,계약직,월급 / 246만원 ,서울 서초구,,"(오전) 8시 00분~익일(오전) 8시 00분
휴게시간: 주간:2.5시간 야간 :7.5시간 ",기타,40,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서  ,02-580-4921,부동산관리,"*오피스텔 시설 관리원

근무장소: 대우벨라채 오피스텔

업무형태:  보안 및 주차관리원 (격일근무)

임금형태: 월 2,459,000 (야간수당 및 식대포함)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,8.0,5.0,20.0,7.4,15.0,7.0,62.4,C
H954202607220939,포도열매어린이집,가정 어린이집 조리사 모집,,무관,관계없음,상용직(시간제),월급 / 82만원 ,경기 의왕시103동 105호 인덕ㅇ원자이 sk뷰,,(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분,주5일근무,15,마감일 (2026-09-21),기타   ,이력서   ,031-345-3254,교육기관,"- 어린이집 조리사 모집
- 주5일. 9:30~12:30
- 급여: 월792,370원(세전)
- 요리 및 주방 청소",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607240238,(주)씨에스휴먼라인,난곡새마을금고 빌딩 시설관리직 채용,경비원(건물 관리원),경력,관계없음,계약직,월급 / 270만원 ,서울 관악구,,"평일(월~금)  (오전) 8시 00분~(오후)6시 00분 
주말(토)       (오전) 8시 00분~(오",주6일근무,40,마감일 (2026-09-21),팩스   ,이력서   ,02-3282-0657,인력공급,"난곡새마을금고 빌딩 시설관리 업무

- 주차 및 빌딩시설 정기점검 및 관리
- 보안 시스템 점검 및 관리
- 고장 발생 시 신속한 대응 및 처리
- 건물관리 관련 서류작성 등",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-24,,11.0,5.0,20.0,7.4,20.0,7.0,70.4,B
H954202607220475,911티엔에스(주),(목동) 비바빌딩 건물관리인 채용,경비원(건물 관리원),경력,관계없음,계약직,월급 / 216만원 ,서울 양천구,,"주 6일, 40시간
- 평일 09:00~19:00(휴게시간 12:00~14:30), 토요일 09:00~14:00 (휴게시",주6일근무,40,마감일 (2026-09-21),기타   ,이력서   ,02-2600-6250,건물 용역 관리,"건물관리
-근무시간: 주 6일(40시간)
/ 평일 09:00~19:00(휴게시간 12:00~14:30), 토요일 09:00~14:00 (휴게시간 2.5시간), 마지막주 토요일은 휴무
-임금: 월급 2,156,880원 (수습기간 1개월, 급여 200만원)

* 우대 조건: 건믈관리 경력 5년 이상자 우대, 운전 가능자 ",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607221412,아름다운인생프리미엄 요양원," [퐁당당]아름다운인생 프리미엄 요양원 요양보호사 선생님 모집 (인천서구 대곡동, 한강신도시)",간병인(재가 제외),무관,관계없음,계약직,월급 / 235만원 ,인천 검단구아름다운인생프리미엄요양원,,"(근무시간)

 가. 퐁당당 근무자 : 09:00 - 익일 09:00 
       (휴게시간: 주간 3",주5일근무,40,마감일 (2026-09-21),방문 고용24 입사지원  ,이력서   ,032-540-2078,노인 요양 복지시설,"안녕하세요. 
아름다운인생 프리미엄 요양원 입니다.

따뜻한 마음과 성실함으로 함께 근무하실 요양보호사 선생님을 모집합니다.

아래의 근무 조건을 확인하신 후 이력서 보내주시면 확인 후, 
서류 통과자에 한해 면접을 진행합니다.<근무조건>
*퐁당당 근무 요양보호사님 구인 주간도 가능함 

1. 근무장소 : 인천 서구 대곡로 397-3 아름다운인생 프리미엄 요양원(김포골드라인 마산역 3번 출구에서 도보 25분)

2.  근무형태 :  가. 퐁당당 : 1일 근무 2일 휴무    
                   나. 주간근무 : 주 5일
 
3. 근무시간 :  가. 퐁당당 : 09:00 - 익일 09:00
                  나.  주간근무 :  오전 9:00 ~ 오후 6:00

4. 급여 : 가. 퐁당당 : 월 253만원 (점심, 저녁 식대 5만원 포함. 원에서 점심과 저녁 식사 시 5만원 공제) 
           나. 주간근무 : 월 235만원 (점심, 저녁 식대 5만원 포함. 원에서 점심과 저녁 식사 시 5만원 공제)  

* 요양보호사 자격증 필수",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,10.0,5.0,20.0,7.4,20.0,7.0,69.4,C
H954202607230832,가장친절한정문앞중앙약국,약국 조제실 경력자 찾습니다.,기타 보건·의료 서비스 종사원,경력,관계없음,상용직,시급 / 10320원 ,서울 송파구상가105호,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,,마감일 (2026-09-21),방문 고용24 입사지원  ,이력서   ,02-2142-8427,약국,"[모집직무]
약국 조제실 보조업무

[직무소개]
우리 약국은 건강과 아름다움을 향한 여정을 함께 나아갈 분을 찾고 있습니다. 본 직무는 약국 내 고객에게 친절하고 정확한 서비스를 제공하는 역할입니다.

[주요업무]
- 조제실 내 업무 보조
- 판매 및 재고 관리
- 약국 청결 유지 및 정리 정돈",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,9.5,5.0,18.0,7.4,16.0,7.0,62.9,C
H954202607230150,창림모아츠 주식회사,"자동차 생산직 모집(신입 및 경력) - 용접, 전장, 의장",자동차 부분품 조립·검사원,무관,관계없음,상용직,시급 / 10320원 ,경기 화성시창림모아츠,,(근무시간) (오전) 8시 30분 ~ (오후) 5시 30분,주5일근무,,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서 경력증명서 ,031-290-0821,복지차량 제작 및 판매,"전기차량 제작 (용접, 제관, 전기배선, 의장, 차체 등)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,5.0,6.2,18.0,7.4,16.0,7.0,59.6,C
H954202607221342,이레자활공동체,이레자활공동체 (생활복지사) 채용 공고,사회복지사(사회복지시설),경력,관계없음,상용직,월급 / 282만원 ,경기 양평군,,(근무시간) (오전) 8시 30분 ~ (오후) 5시 30분,주5일근무,40,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서 졸업증명서 경력증명서,031-799-2704,노숙인자활시설,"주요업무: 노숙인 시설 사업 계획서 작성 및 관리, 프로그램 진행 및 관리, 사례관리 및 상담 등 전반적인 생활인 관리",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607230596,(주)평안신문,"평안신문 취재기자(경력, 신입) 모집",신문·방송 기자,무관,관계없음,상용직,최소연봉 / 2600만원 ,경기 평택시,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-21),고용24 입사지원   ,이력서 자기소개서  ,031-646-1269,신문 발행,"■ 직무내용

(주)평안신문은 주간신문사로 지역에 관한 소식을 취재하고, 기사를 작성하는 업무를 담당 합니다.



■ 모집분야

취재 기자



■ 업무내용

근무형태 : 주 5일 근무 (월요일 ~ 금요일)

평택/ 안성 정치, 경제, 사회, 문화 등 각 분야 취재 및 기사 작성
현장 취재 및 기사 기획·작성 전반
지역 이슈 및 주요 사안에 대한 심층 취재



※ 원활한 서류 심사를 위해 지원 시 이력서는 경력 및 담당 업무를 구체적으로 작성해 주시고, 자기소개서는 필수로 첨부해 주시기 바랍니다.",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,16.0,5.0,20.0,7.4,20.0,7.0,75.4,B
H954202607220872,행복한노인요양방문센터,재가 요양보호사 채용,요양 보호사 및 간병인,무관,관계없음,상용직(시간제),시급 / 13000원 ,서울 금천구,,(근무시간) (오전) 11시 00분 ~ (오후) 2시 00분,주6일근무,18,마감일 (2026-09-21),방문 기타  ,기타   ,031-8045-4198,노인요양방문센터,"* 3등급 할아버지케어 , 11시~14시 , 주6일근무
 - 일상생활케어 , 워커로 실내이동
 - 시급(10,320원 + 각수당포함) = 13,000원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-22,,5.0,5.0,18.0,7.4,20.0,7.0,62.4,C
H954202607230229,네이처요양병원,[네이처요양병원] 시설미화팀 채용,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",무관,관계없음,상용직,월급 / 225만원 ,서울 강남구네이처요양병원,,"(근무시간) (오전) 6시 00분 ~ (오후) 4시 00분
휴게시간 7-8시, 13-15시 총 3시간",주6일근무,40,마감일 (2026-09-21),방문 고용24 입사지원 기타 ,이력서 자기소개서  ,02-3468-4778,보건업 및 사회복지서비스업,"○ 사업체명: 네이처요양병원
○ 근무지: 서울시 강남구 헌릉로569길 21-40
○ 모집인원: 1명
○ 직무: 시설미화팀 업무
○ 지원자격: 없음
○ 우대요건: 근거리 거주자, 「장애인고용촉진 및 직업재활법」에 따른 장애인
○ 근무형태: 주 6일(주 41시간) 근무

○ 근무시간
    - 월~금 06:00 ~ 16:00 / 일 7시간(휴게 3시간 오전 1시간, 오후2시간) 
    - 토요일 06:00 ~13:00 / 일 6시간(휴게1시간) /토요일 2주 근무 1주 휴무
    - 연휴기간 교대 출근 

○ 급여: 내규에 따름",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-23,,13.0,6.2,20.0,7.4,20.0,7.0,73.6,B
